id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
lmniy,3,15,73,12,4,31
xmog6,7,15,82,3,31,69
yfu7y,11,13,68,3,29,48
f9fr8,5,30,71,3,1,12
kc9dy,12,1,60,5,1,47
k3h4t,12,16,80,3,10,66
owdcb,4,22,69,12,14,16
nmkwi,7,20,75,4,16,78
cq880,12,9,43,12,5,10
tuz01,3,25,18,5,3,28
fnmu9,9,24,27,11,27,87
iyu8h,12,25,73,12,26,4
v1yjt,11,21,38,11,14,57
rtv8j,11,15,95,3,24,11
kovdc,11,10,78,12,8,37
xo3nv,12,8,80,3,29,86
k1xvu,8,1,43,9,1,45
ot9oc,9,1,58,5,1,81
g5q9y,10,17,58,6,27,14
euvmz,12,5,93,5,31,67
ml9vr,3,1,50,3,1,9
oj2qr,3,11,32,11,7,47
uf0cr,12,1,3,9,1,35
k2qf8,11,24,89,12,20,24
xbyay,11,27,45,3,23,37
p8sac,7,2,46,5,21,8
bim5b,9,12,39,5,19,8
ts0x2,1,15,74,9,28,39
oyb5r,8,6,14,8,18,15
kr61d,12,1,73,3,1,82
mkm8e,1,7,51,9,2,99
hrrgt,4,8,91,7,25,10
pio24,4,10,74,7,19,41
oboad,5,1,8,12,1,68
la2th,5,2,33,11,14,12
hr0kp,5,5,78,12,10,18
kfhhd,11,14,63,12,5,61
m33sh,9,1,56,9,1,61
mb9ps,5,14,55,3,24,62
is0pu,3,22,40,12,18,12
p19zi,5,2,24,3,13,33
fgo35,6,15,79,4,30,20
nqgxw,12,14,91,5,16,26
de689,12,21,25,5,22,24
mt2bc,12,30,96,11,1,93
uaupy,11,1,96,12,1,92
vhlmy,11,1,73,12,1,99
sl6ix,9,19,46,9,19,44
tirv1,2,4,69,1,22,72
b7k2y,9,1,5,12,6,58
i1siv,4,26,92,10,10,36
rorgo,5,20,8,11,15,96
uwbmw,1,1,82,12,1,84
pq97m,2,5,67,4,12,55
w9wl0,2,23,83,11,20,21
hev76,12,31,46,11,16,51
dd7n5,10,15,23,9,30,7
ctpqf,10,6,10,7,20,38
pzoks,12,30,76,11,16,3
rlb14,5,9,25,8,12,78
h55cw,3,30,1,11,8,14
uhu8n,3,26,66,3,8,88
ts9wp,3,10,42,3,5,32
j8hq8,4,18,4,12,21,20
gz4jl,8,17,18,10,1,19
tquvv,1,1,64,11,1,39
rh53t,8,14,68,12,16,12
eepmv,11,18,17,11,2,62
gn9wb,3,28,58,12,2,54
mjxfc,11,1,62,12,18,79
nsjaz,1,1,7,1,1,62
e0zd4,12,10,45,3,16,70
ydt82,8,9,56,1,28,59
k7sph,4,13,5,7,10,26
j9qvg,3,10,76,3,8,84
blt3s,3,31,91,11,17,81
whjvr,5,1,35,5,1,39
ghvyp,12,29,86,1,18,84
z6in8,11,24,18,5,1,46
mc2gh,2,6,54,6,8,71
wfrhn,1,1,73,1,1,48
eg9wz,11,1,82,12,1,94
ecx1f,9,18,86,3,30,87
u7g77,3,29,20,11,9,47
vjqfa,1,11,49,1,6,14
oqrgw,9,10,3,1,13,98
a6k1p,12,9,50,3,20,74
ypj9p,6,13,32,2,6,72
k79gq,12,6,59,12,31,56
yc3me,12,3,33,3,28,64
wh2ds,5,27,12,3,20,84
w8ngu,3,22,64,12,29,37
rwm03,2,10,50,7,3,4
rx2mi,12,20,92,3,18,34
n6pde,2,25,32,10,3,25
a9a4k,3,2,76,12,16,65
k9u11,3,1,24,5,1,76
sq8zp,3,9,41,11,24,72
vmaix,6,20,65,1,9,78
oyhqu,12,27,74,7,24,4
shq2k,12,1,93,12,1,17
a1kdm,9,1,1,3,1,76
mpg0z,11,1,66,5,21,61
ntocz,2,1,70,7,1,25
xmuli,3,9,79,5,4,29
ivlp7,12,31,25,11,31,6
fjple,5,1,66,12,1,63
jpxlm,3,1,99,12,1,54
eyquh,12,18,21,3,28,93
oqauv,3,15,65,12,1,66
qgpyo,10,24,12,4,7,96
u87fj,5,12,3,5,12,35
zlvv3,4,11,78,6,9,15
bmqr1,7,17,35,2,25,83
gqudm,9,1,22,1,1,52
hq6en,11,1,86,9,1,49
gxqkx,6,7,64,2,1,46
vbv5s,7,15,3,9,30,98
d2ywy,11,1,47,11,1,7
a9tks,9,1,63,8,1,67
wrf8z,12,14,61,3,7,66
ym9lk,5,1,21,3,1,8
fhhv7,5,31,8,3,15,21
ito3y,5,2,44,12,27,59
nfqwu,3,15,20,3,18,77
nam91,9,1,50,11,1,40
z0sur,12,8,41,3,11,86
kiu47,11,1,9,5,1,50
am3lc,9,1,34,11,1,67
kkm9f,12,1,89,5,1,36
op6ii,4,15,87,6,30,69
nw1jw,2,2,19,7,11,72
nw1uy,6,23,74,7,13,7
xmkor,4,27,70,4,27,94
utg3i,11,7,34,3,2,55
gjej5,9,6,14,1,8,9
j5kie,12,15,52,11,29,39
rlicj,10,28,5,2,21,83
kiemz,2,25,90,10,7,26
l9x0v,10,19,42,6,27,20
ew56b,12,1,72,12,1,66
gsv9v,12,15,31,12,29,20
tjz9l,1,1,77,1,1,2
vlpwm,11,8,8,12,10,22
uyorx,3,12,74,12,20,20
iijj5,11,1,67,12,1,32
dv9kp,12,10,76,5,30,44
ep9xr,12,12,67,11,30,76
kuam6,1,1,51,1,1,81
njmoc,1,1,97,1,1,83
xrgz0,11,18,39,3,30,91
xpi10,11,1,4,5,1,34
al3t6,5,2,64,3,9,84
sy6kg,12,14,59,3,26,14
h1u15,5,12,26,11,14,87
fmig9,11,28,17,3,23,22
ou087,3,15,34,12,7,75
a9lyh,5,27,64,12,10,73
iq8kk,3,1,14,11,1,62
ou6wg,9,20,73,1,31,14
h8mqw,12,1,49,11,1,64
py6iq,3,19,16,4,28,9
llvkl,3,9,30,3,10,89
uyhp0,3,25,16,5,27,52
eq0q5,11,27,11,12,25,57
b4f5c,11,1,54,11,29,8
n6wfr,7,1,15,4,10,2
g8wsi,11,9,46,12,8,11
sn34q,12,1,58,11,22,74
cty9h,3,1,12,11,1,87
ocbtm,4,31,65,10,10,63
zdpwp,11,1,40,3,1,40
cyi9q,11,26,74,12,8,44
hrs7k,5,1,78,3,1,63
vrlvu,7,12,82,2,4,22
n7b0b,12,1,79,9,1,15
eupdc,5,26,54,3,19,71
f20vv,3,2,41,11,18,44
tda3l,3,1,8,5,1,91
w2dx6,12,8,33,3,26,83
jnl0n,12,1,88,3,1,12
ml2yh,3,13,97,11,25,68
uqhr3,11,8,23,5,15,76
extlj,10,12,70,7,26,16
fwf52,12,1,62,12,1,9
u1hmr,8,22,26,1,12,92
e3g3n,3,13,85,3,19,49
u5d0a,3,10,84,11,19,82
mlu1u,11,7,74,6,6,77
zmgmh,1,1,19,1,1,61
ab19q,8,1,33,12,1,93
ymvak,3,14,79,11,12,25
fqvkp,5,25,12,5,3,97
aijmt,11,27,20,5,16,96
s6che,1,1,87,9,3,81
ngp8l,10,25,48,4,7,33
vz3gh,9,24,83,9,16,82
cze3c,11,17,97,11,14,11
cv374,4,28,81,10,16,69
ox6s5,12,22,94,3,23,93
w95y9,4,7,34,11,4,39
k9okx,1,1,2,1,1,64
urbl5,12,1,61,5,1,87
x6fyy,2,2,82,10,3,73
w2l1v,12,23,82,9,16,47
ng28s,8,24,84,11,21,48
se8fl,4,6,64,6,24,59
nkui4,5,1,29,12,1,6
rltft,4,15,47,4,30,4
oins1,1,1,76,1,1,83
n3mmi,11,28,57,3,8,99
l6edp,11,28,15,3,7,36
qokp9,3,13,99,12,15,70
tjv09,3,12,58,11,12,84
x4z34,11,14,72,12,4,31
p2emy,7,15,43,7,6,84
c5e9f,5,1,47,12,1,59
phcxw,3,21,90,1,31,1
i5xdk,2,4,25,2,12,42
am6z7,3,21,58,12,18,74
b32pw,11,9,17,11,23,31
p1voo,1,1,18,1,1,57
y6qof,11,14,48,11,15,85
nv82v,12,2,60,12,6,73
lmnqh,4,9,10,6,8,99
c0o3g,11,1,51,3,1,39
rb2cz,6,21,64,10,11,8
bl01y,5,18,69,5,13,9
vo6rg,11,1,74,5,1,65
vwsaw,12,8,8,11,14,31
zd9dn,1,1,23,1,1,23
hnjpc,12,12,52,12,29,40
e88dj,5,1,71,3,3,3
hqek6,8,27,20,8,2,63
uv7jt,5,26,18,12,10,2
f9j1r,12,1,51,1,1,7
xle8e,11,19,89,11,19,43
eerd4,5,1,56,5,1,84
b0f6x,12,12,47,12,5,18
fzl4c,3,17,68,12,25,18
t9jfc,6,30,67,10,26,40
pcgtk,12,1,81,3,1,82
jtg3o,5,5,93,3,23,43
ruamb,3,7,28,11,23,3
qm1q1,2,15,83,1,18,89
ocna9,11,6,49,3,25,76
n8j00,12,11,11,5,17,48
cnp9m,11,29,41,5,23,8
gpkoi,3,15,29,10,31,75
nbxkb,3,18,97,3,27,72
dd6qj,3,9,14,12,28,72
mlrko,5,17,15,5,16,67
dp8lg,3,5,32,11,4,51
urnwx,3,1,91,12,1,71
cqkzt,10,23,94,10,27,5
clab6,11,31,59,3,1,68
qw4oe,11,1,49,12,1,71
f90yc,3,30,42,12,30,10
jc74e,7,9,37,7,9,81
iumw4,9,15,89,7,31,40
fwho7,12,16,89,3,13,90
tcyrr,5,28,44,11,12,33
raeqx,8,1,12,8,1,17
gfv6p,4,27,87,6,23,59
rzocv,3,1,35,3,1,62
scoky,12,13,36,11,1,9
obpd9,12,20,59,11,2,16
pyt5f,9,16,8,12,23,23
yx8r9,3,17,6,5,31,1
l49fl,5,21,22,12,18,22
k2mza,12,24,38,11,21,22
ow5jz,3,24,82,12,3,63
vdkgg,3,6,96,3,9,64
sr6dm,6,23,23,10,3,52
bbuwf,3,7,79,12,25,87
ligcn,9,18,51,1,6,77
tkj4i,11,1,51,3,11,7
fjo4h,3,10,22,12,16,47
zv74v,2,3,8,10,16,10
v0bzh,3,1,83,12,1,43
wkq3p,1,12,69,11,10,43
chyv1,12,24,89,12,28,28
psucm,3,23,44,12,29,81
nbg3b,12,11,69,12,17,20
qkcpo,11,13,93,11,13,65
w0aem,9,6,66,9,26,96
jcau4,12,1,6,3,1,56
nch5x,12,5,78,1,2,65
rk6u6,12,1,36,3,1,4
tq3nw,7,20,89,7,20,77
uihdp,3,19,13,12,21,7
igoqv,4,1,32,9,3,67
zdn6d,11,15,5,12,12,39
a7b8o,11,11,79,3,30,55
my51z,12,31,13,5,22,22
pcl57,11,17,54,5,23,35
bkxq4,1,28,70,1,12,85
l531w,5,2,12,3,11,24
p97oq,12,18,30,3,15,40
pn25h,3,1,40,1,1,90
dr7h0,3,28,54,3,16,52
h3jhv,12,4,30,3,9,22
g3a9s,5,12,60,5,13,25
qe1sn,3,14,63,3,4,85
il0p0,1,15,14,12,31,34
o3768,12,1,13,12,1,43
txhbl,11,8,52,12,5,4
uri1o,4,19,26,4,29,91
e7ber,11,25,45,3,4,82
xk5s0,12,10,84,11,12,70
ezuxi,12,1,91,3,1,43
aoi5c,5,20,61,8,28,14
b4cp1,3,1,76,9,1,33
fq754,5,12,59,12,9,49
wz7mc,11,22,61,5,17,57
fsmci,3,1,38,1,1,42
scd2i,3,25,80,5,15,11
ktxkr,11,14,34,12,14,97
bq68e,8,15,48,7,31,10
lzy8v,5,1,9,9,1,10
ap0yq,5,3,29,9,12,39
mzb8o,1,1,40,3,1,70
okhel,9,16,9,3,14,27
naizw,5,8,24,11,17,26
hr71f,5,23,65,11,18,35
tunrk,11,22,27,3,1,36
p9edo,1,1,87,1,1,64
g42mj,11,21,12,3,7,24
lljv7,11,1,36,12,1,6
cvxmk,1,22,76,1,27,8
ydbp9,1,1,79,9,18,98
t19ky,9,29,10,5,1,23
hvea0,5,19,28,3,8,94
rjq2b,5,4,25,3,30,89
rgevb,11,29,89,5,7,50
pyett,12,19,73,12,31,20
b10p9,1,1,20,1,1,48
wi993,5,7,76,12,7,26
ytbqq,5,1,7,11,1,1
zob7w,3,1,41,3,1,78
zbf3x,12,1,30,3,1,99
ygjex,6,23,98,6,23,45
tc0nk,5,1,10,3,1,41
bo9pi,1,1,8,1,1,81
m9djv,11,15,66,11,23,95
guom3,2,22,71,2,6,26
fcsyj,4,31,90,4,11,81
v2sp5,12,20,44,5,23,83
vdi3e,12,1,19,11,1,75
na5a5,6,21,8,10,8,7
t24bj,12,1,73,3,1,91
dg2jj,3,1,56,11,1,12
fvwre,9,7,48,5,6,11
wpps6,12,13,53,11,19,90
lmadf,11,22,83,12,19,90
o5xk2,12,14,64,12,13,15
m9p21,7,29,56,10,27,3
fj97z,12,31,73,11,16,31
v8pzw,9,23,16,12,15,33
tvlmd,3,20,12,12,17,11
rrfsp,11,7,98,12,28,51
jek5b,9,19,95,8,11,71
qhn04,12,22,12,12,26,6
y1cn6,4,4,18,4,14,20
q0foq,5,12,32,2,11,17
mh60c,7,7,49,6,14,73
hivz1,12,3,64,3,5,4
n7ugb,11,17,73,11,15,47
jctwf,7,15,77,7,16,49
poomi,5,12,80,12,31,25
bk1y3,11,29,1,12,6,20
e6hnx,9,11,5,12,5,11
uu37p,5,8,81,12,14,43
jx7th,3,29,12,3,12,37
l2eyf,11,28,84,12,31,19
oj6hw,9,6,13,12,31,5
lrevo,4,20,90,2,17,97
t8lv5,9,16,13,3,26,73
grmnd,1,1,28,1,1,1
t1a2u,3,1,99,3,1,52
fafd9,11,13,61,3,15,54
jc6as,7,18,65,6,28,67
puzqh,3,11,78,11,9,47
xja4a,11,1,66,11,1,29
gwukg,9,28,22,11,10,7
pvzrz,11,14,41,1,5,94
bw8j1,2,18,62,4,29,55
bnurm,12,7,8,3,6,74
ty8pg,1,1,38,1,1,61
sqhsw,3,17,73,3,21,99
jq9ic,11,1,87,3,1,9
qz9bo,3,1,98,12,1,61
jux5y,1,1,49,5,1,22
h6uh7,11,25,98,3,14,6
lnly0,11,5,92,9,22,43
iztz1,3,1,67,12,1,5
vh5to,11,1,45,12,1,7
kmar2,1,1,33,1,1,91
i7ezk,5,10,75,3,7,52
ndubg,2,19,36,10,31,67
tj4fk,11,1,9,12,1,55
h8lk0,3,17,19,11,7,36
ybenx,3,15,14,3,12,53
maaby,6,4,21,2,1,81
rzoe1,11,7,18,12,30,54
yzb06,12,28,20,11,16,84
lymho,7,13,6,7,10,64
fmg8e,12,12,74,12,27,14
tkbvd,3,12,88,3,17,10
a1ts0,2,7,86,7,18,27
l6dye,12,5,60,12,5,69
zddjr,3,8,75,3,8,61
khh8f,12,5,76,9,18,23
rdpyv,12,1,33,12,1,47
nxgo1,3,22,45,11,7,29
fmve1,6,2,70,10,17,84
i9ldo,6,15,60,2,15,98
n49tv,3,1,70,3,1,53
cxfhz,3,8,83,12,10,65
kp0o8,11,27,89,12,19,22
k1t3v,2,5,23,2,5,19
vikgu,2,2,98,2,12,16
dxbp3,12,9,10,5,10,5
v1zky,3,21,10,12,31,2
kiy3h,2,15,72,2,28,31
q0bxt,12,21,14,12,21,1
o8tb4,12,25,37,11,22,93
hjy1l,12,6,64,3,26,95
ybsot,2,21,62,7,29,98
f6zi1,12,21,70,8,3,52
akwj4,2,19,39,11,12,97
trl93,4,23,70,2,25,16
qgb44,1,1,50,1,1,64
xjlyz,1,1,97,12,1,88
lqzkn,11,3,34,10,24,39
ari31,3,10,69,11,16,37
aslsl,11,31,64,12,29,25
lixhy,9,1,52,1,1,77
gyags,7,3,86,2,22,91
xa3uo,2,6,16,6,3,20
domxw,12,5,1,5,5,5
wbg37,5,15,23,12,8,81
f4i4z,12,1,97,11,1,1
dhy1z,3,1,3,11,1,69
h84zs,3,1,85,12,1,81
dv6ow,11,6,84,12,28,69
km86d,6,10,86,6,27,96
if4ww,3,11,47,3,6,92
nf51m,12,1,52,12,1,83
n5x5s,3,17,49,5,26,86
ao1cx,3,1,10,11,18,8
d86kp,12,18,7,3,25,42
eiux4,3,6,30,11,14,86
f4ukp,3,13,32,5,7,16
cnqj1,12,10,45,12,28,2
iy7ch,1,1,38,9,1,19
oaieg,6,13,24,2,20,81
iuguc,3,1,88,5,1,97
iy23m,2,6,82,7,13,85
mlp55,3,5,55,12,4,55
os6kt,12,1,10,11,1,45
igdyq,1,1,66,1,1,74
fu6r6,12,1,85,11,24,28
kulc8,1,13,71,12,21,3
a2lz3,3,14,59,3,30,49
ma7ee,11,21,31,12,4,78
yqknu,5,14,87,3,21,5
kpnt9,5,12,72,12,17,92
czoy4,3,1,82,12,1,43
sbh99,11,20,32,3,2,90
dz06a,12,16,27,12,24,43
fsg8d,7,27,17,2,5,86
devl4,12,15,71,5,4,94
wk2ou,3,14,30,11,11,46
z9wg7,3,17,14,11,17,1
o7qn1,3,11,28,5,17,79
qtdld,11,10,30,12,2,49
qkg98,9,18,5,12,14,93
pa136,3,11,4,11,20,34
o5mrg,11,1,13,12,14,40
z5csp,11,12,71,5,15,20
tm8rb,12,1,23,9,1,82
c47mj,7,17,6,10,6,95
kzcxg,6,22,60,4,26,67
zhdwy,3,10,23,11,15,79
kq8c9,5,31,62,3,19,99
f3cpt,8,27,42,5,6,91
wvpkk,12,1,97,3,1,62
qvtni,11,14,7,11,7,97
osip8,9,24,63,10,21,67
k00b1,12,24,18,6,4,68
dwsjp,6,15,14,9,30,75
jnn3e,6,25,29,10,24,69
lw9gy,8,7,95,3,4,83
ydslw,12,27,18,3,1,53
h19dj,5,17,78,12,23,99
dz5nd,3,21,93,11,30,82
ldac6,2,28,44,4,16,42
z9d9y,9,22,76,9,5,51
mtrjo,3,31,98,5,18,74
j99xl,12,16,77,12,27,5
rmdji,11,30,33,3,23,70
q88w7,1,1,84,1,1,75
hukst,11,25,7,12,13,34
zkv69,12,21,38,11,8,86
p7ww4,9,13,67,12,28,96
blfar,10,20,49,7,1,87
kf1hb,5,2,30,11,13,30
xnpt8,11,4,34,3,11,4
ks20f,11,1,52,3,1,44
oirlq,5,12,28,12,22,36
pheol,9,29,14,9,21,56
sugw9,11,31,62,12,22,12
wpscf,3,14,89,12,10,85
dbqrd,12,1,37,3,1,16
np45x,12,17,58,11,26,63
n1sl0,11,22,68,5,20,17
d4loo,3,15,84,5,25,96
rzd0i,3,19,15,3,30,43
dqb3d,12,1,84,12,1,16
lixmi,12,19,91,5,31,64
itanh,5,1,14,12,1,44
etlyf,5,8,89,11,3,89
vch59,1,1,61,1,1,28
gcafu,9,7,2,9,13,65
g72i9,3,9,99,3,13,58
wjm3k,5,1,11,5,1,29
w0p4w,12,1,23,11,1,12
a7pnl,3,4,11,11,6,98
ht6fo,6,21,51,10,17,43
sigy9,12,28,75,11,13,18
u9ua4,5,6,69,3,27,65
zzl5i,12,26,87,9,28,40
ovgs1,3,23,24,12,6,74
az817,5,6,5,3,7,57
w5zm0,6,14,52,2,10,54
ebjqn,11,26,89,5,15,25
dkc6u,10,3,62,7,30,32
rp81x,12,24,99,5,8,44
poppl,3,20,87,11,10,97
b7rrm,3,5,11,3,19,17
en72z,12,1,51,5,1,81
pxjep,12,4,36,3,19,31
gwaaa,12,1,25,11,1,7
raqsp,11,11,90,11,13,90
kdawn,11,1,49,11,1,94
pejjk,7,31,0,10,11,1
mfmfv,3,1,56,5,1,68
jo01o,6,31,21,10,9,64
i59qu,12,18,42,1,23,7
sqydq,5,3,95,11,26,50
nr74t,5,1,82,1,1,59
pu0cs,2,5,74,10,14,97
pr501,7,29,28,6,29,32
fc3yc,2,16,96,4,21,61
xxues,12,2,17,3,22,67
o3ojj,3,17,74,3,11,79
sz32k,1,1,94,1,1,55
wpuzr,12,1,65,12,1,73
yxsb7,10,25,19,2,29,51
rk6rv,9,1,40,1,1,47
u5hdg,1,15,75,12,31,36
m3dwq,1,4,46,12,1,1
tdg3q,12,31,17,12,15,9
ivmsb,11,29,10,11,5,16
s92v8,2,31,41,2,22,20
c8o8l,9,1,13,12,1,52
x4bma,11,17,35,5,10,19
g3wct,4,12,48,10,28,73
ri2ht,7,23,37,7,30,20
aygb5,10,2,80,2,11,66
ee5i2,1,1,9,1,1,23
zw8p5,5,19,40,3,17,24
vrq44,7,26,3,2,26,40
fb05r,5,30,5,12,17,53
dwo6z,12,1,21,9,1,38
v2cfy,3,10,69,12,4,38
zdp6n,1,1,78,1,1,69
ebqf7,11,1,81,5,1,8
r09p9,6,5,19,7,7,34
h1xn3,12,27,49,12,16,59
t9f2t,3,24,31,5,19,53
knlhg,12,26,25,12,4,78
dizka,3,22,99,3,3,33
ig5o9,5,1,11,1,1,81
oklre,12,3,39,3,17,99
uf2j2,12,27,64,12,8,62
ak2hz,3,23,53,12,12,40
yi2k5,1,5,2,1,25,89
qsbz9,3,30,63,3,5,66
wh1kt,12,20,88,12,19,53
ygoz9,11,21,85,12,3,91
djdz1,5,4,29,9,21,33
cneiu,3,19,89,5,20,38
ueqld,3,21,54,12,25,45
ebg0n,5,1,54,11,1,1
dllai,6,30,66,7,4,76
m3rzv,12,28,41,9,7,52
xazrl,12,18,63,5,9,22
ucxuv,11,12,21,12,22,63
nvz28,8,4,42,1,7,7
f8694,5,5,20,3,18,81
iozuk,7,3,98,2,15,99
raf9z,12,20,96,3,1,80
e5vfu,10,16,35,10,19,43
n7zkw,10,12,81,3,19,82
awir6,6,30,63,6,30,7
iu5ze,11,21,12,3,18,57
gtvx6,10,30,24,2,15,57
rny4s,12,1,87,9,1,71
xb6h1,12,24,5,12,12,4
d0x1p,12,25,64,11,23,62
ud1t5,7,18,86,10,12,37
rlfgz,12,1,63,12,1,83
zdzif,1,1,46,1,1,78
xm4c5,12,17,13,3,16,16
c6em0,2,15,21,10,31,48
tqiti,5,11,88,6,21,87
pae6y,1,1,29,1,1,64
c36gu,3,1,3,3,1,60
gmjmg,11,1,97,12,1,99
yugeh,11,23,66,3,13,99
owt39,1,1,31,1,1,19
ii7kd,6,27,97,6,27,12
i3hjy,11,1,57,11,1,27
v2yfh,9,1,36,8,1,93
hs8gv,11,15,46,5,13,30
e9tj3,11,1,26,9,1,39
ogngz,9,7,3,8,7,23
z97c8,3,14,82,3,25,92
evbec,4,6,23,4,23,25
gqzqa,11,9,92,3,16,11
mkxr3,12,11,27,5,6,84
f1dza,3,25,64,5,1,58
qbs99,12,29,66,12,5,80
g1t09,3,1,79,12,1,37
d9zhk,12,16,12,11,21,28
gmi8v,1,1,6,1,1,48
yol3i,1,1,23,1,1,7
y0obt,12,24,32,12,18,29
nd7h8,12,23,3,1,12,10
kx0ei,12,1,55,12,1,22
vaqkd,12,7,44,11,13,46
flutx,6,29,92,4,3,5
r3o5h,10,2,21,10,4,91
rs9ab,3,22,80,3,30,66
st0ey,7,13,3,4,8,8
fbuhg,2,16,64,12,27,79
s94mv,12,14,71,5,19,20
p9y0z,2,18,91,4,21,28
wseaq,11,28,69,3,18,34
eu2bo,3,2,56,3,8,83
pm0un,1,1,50,1,1,92
vz2w4,5,15,90,3,11,89
ht40x,3,1,31,5,22,36
trsy4,12,1,78,5,12,71
c0nb8,1,1,37,1,1,52
sj3dj,7,27,18,7,24,98
pand6,6,11,80,10,14,72
fojlc,7,22,88,10,10,89
bhca5,1,1,51,1,1,70
tynjh,11,2,25,3,3,19
gnj3v,11,30,42,11,26,38
mdpff,4,23,62,6,31,93
bwrgx,4,8,44,10,15,73
zqoaw,12,30,87,3,29,94
ojzlx,12,15,60,3,20,88
ywfdp,12,15,20,11,10,99
ej6ef,3,1,44,3,1,1
fr5pq,12,16,14,12,3,80
p6v5l,12,1,44,8,1,77
pg0jg,12,12,56,5,27,39
uw16f,12,11,37,3,30,29
y5gya,11,1,19,9,1,20
vs5g4,2,13,73,4,1,35
dcoga,12,20,83,12,19,80
ij76g,3,1,35,11,1,71
xtf6h,12,27,15,12,14,49
o5jf7,11,25,68,11,25,41
wewwm,9,30,87,1,10,95
oz1w1,11,19,11,12,31,8
bjirg,11,1,80,12,18,72
mefbm,11,1,65,12,1,58
vkbyp,12,25,12,12,27,44
rkhr1,3,1,93,12,26,86
dblox,1,1,92,1,1,40
f3yw2,12,5,57,5,24,11
wwryo,10,21,89,10,27,31
z6jxa,5,1,35,3,1,92
t0fuh,11,17,73,3,6,58
cbxy2,3,7,13,12,7,95
q1q73,3,20,21,11,21,79
vbnyx,11,10,58,12,30,64
q5uof,3,1,60,3,1,73
p8q38,7,24,50,7,24,66
myfso,2,22,59,2,21,8
gwlf0,11,4,4,3,25,50
h6bhq,7,25,86,7,8,47
tzjuk,12,1,2,11,1,19
bmonk,3,1,94,11,1,88
cfu1k,12,2,63,11,19,8
kk7kq,3,27,85,12,1,51
umfnk,3,1,72,12,1,98
rl26d,3,28,30,12,29,31
pgnt8,10,9,26,6,13,99
n3az8,11,1,98,3,1,60
cgmjh,5,28,56,3,31,65
io3cq,3,19,56,3,19,79
c6d1y,11,24,73,12,3,50
th2iq,6,5,13,4,22,74
t6zrd,9,1,14,12,1,64
gdbch,11,21,87,5,26,95
hs94g,3,1,33,12,1,2
i57vk,3,9,56,3,2,20
xmriz,3,23,3,11,6,68
mxgbh,12,1,57,11,1,32
tnjur,3,1,65,11,1,72
lom0d,12,1,27,3,1,30
smj13,3,1,1,11,1,65
n4s78,11,4,32,3,26,29
h6jnj,6,14,91,10,23,91
wxpwc,1,1,98,1,1,71
sel9m,1,1,49,1,1,55
ujw9f,5,1,61,3,1,61
yn585,11,25,34,3,10,65
gmt5p,11,12,9,3,5,18
c5zgh,1,1,36,1,1,69
puu5k,3,17,15,3,17,58
iz7zr,11,1,74,11,1,61
l8sp1,1,28,65,4,1,71
gf2ii,5,12,49,3,11,67
kdve5,5,1,71,8,1,95
kcope,11,20,44,3,20,67
j6586,6,5,9,7,10,25
tef7h,12,19,69,11,11,54
pwi04,12,1,87,11,1,41
me8no,5,1,24,5,1,63
c97xa,3,1,83,3,1,33
omo6e,12,4,97,3,20,71
e59ih,7,11,77,4,19,18
i97p1,12,1,28,3,1,30
k96ls,1,1,86,1,1,97
ddsbf,1,18,35,3,25,58
koekx,1,5,24,3,2,82
g8jwr,12,19,69,11,20,47
wxe0v,4,10,31,11,24,69
wuc8g,6,7,18,2,25,37
aafye,1,15,2,5,13,5
p7wlb,6,9,72,10,9,31
qdyry,3,30,65,3,2,27
joh5r,11,1,63,11,1,42
m7gvk,9,9,67,11,27,83
uk2as,11,16,4,3,24,60
jq8b7,3,1,47,12,1,64
b9hw3,12,15,9,12,9,61
j9mjn,11,8,67,11,21,88
gkv7s,7,4,23,2,20,12
j3796,12,1,41,11,26,41
fnqj3,12,3,62,4,9,87
dv660,11,19,59,3,24,27
z9zfu,11,30,57,3,4,25
d0yof,3,21,14,11,2,2
sqh2n,5,20,3,12,24,93
s973k,3,8,7,9,8,87
qmedq,5,25,94,11,17,14
xlm09,11,1,58,11,1,26
aaniu,1,1,48,1,1,2
hg8w6,5,30,86,12,8,55
ew6m2,1,1,14,1,1,2
pnno1,1,30,6,3,8,30
q2vjn,1,1,52,1,1,32
xttq5,5,1,39,11,1,38
jach6,3,31,94,8,24,6
ggz8l,5,6,55,3,23,79
y4orp,5,6,97,3,21,69
rkpfa,12,19,10,3,14,97
tlgop,9,25,51,1,4,86
ludzf,8,1,3,5,1,81
li74u,3,1,49,3,1,17
ki69x,6,9,45,6,31,50
tjma3,12,3,40,11,19,4
f8uts,5,25,25,5,31,13
zkdkh,9,1,64,11,16,53
e1b5d,12,3,19,3,31,29
ls6j2,11,1,16,11,1,80
idh6i,12,19,75,9,14,28
qxrgl,4,2,78,4,2,44
rvt3h,11,2,1,12,31,75
xrog6,11,15,73,12,1,18
ukqx5,11,7,79,11,20,92
gftcp,12,15,96,3,15,95
f9s80,12,1,34,12,1,64
xk9zb,7,23,51,10,3,44
m2s9y,8,7,38,8,3,88
ceo1u,9,30,2,12,12,93
vbbkk,8,19,51,3,21,55
qunko,3,4,32,3,29,64
agyb6,10,16,62,6,1,26
u1cxq,3,4,65,3,16,70
pvok8,4,23,96,4,8,56
pgzs8,10,22,66,6,23,2
wrs5w,11,14,62,3,29,53
