id,action_sequence,first_action_rb,ai_assistance
e8mpi,1076-658-3316-685-2207-8615-105-976-105-2578-822-12516-1143-105-113-105-1159,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e8yad,1076-658-3316-685-2207-8615-105-114-105-4117-822-164-889-105-867-105-1243,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e8zxi,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-1159-4615-104-13853-102-642-1433-709-1076-621-929-905-4073-694-114-979-4966-104-609-1433-709-25824-613-929-905-4073-102-603-822-604-603-1433-610-114-979-4966-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-1159-4615,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e91bm,1076-658-3316-7943-105-929-105-2953-822-164-17762-2613-105-867-105-992,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e93wg,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4129-905-4581-104-13853-102-642-1433-709-1076-621-4275-108-2664-694-775-115-107-104-609-1433-709-25824-613-4275-108-2664-102-603-822-604-603-1433-610-775-115-107-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4129-905-4581,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e9p9b,836-105-4347-105-4187-694-685-1464-105-907-105-1353,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
e9ra7,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-111-3115-104-13853-102-642-1433-709-1076-621-112-114-3246-694-111-1126-4089-104-609-1433-709-25824-613-112-114-3246-102-603-822-604-603-1433-610-111-1126-4089-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-111-3115,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
e9rd3,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-113-905-4731-104-13853-102-642-1433-709-1076-621-4037-1243-4706-694-112-1126-1126-104-609-1433-709-25824-613-4037-1243-4706-102-603-822-604-603-1433-610-112-1126-1126-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-113-905-4731,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
eaabu,609-1433-21169-610-1128-621-164-858-975-682-115-3562-606-115-109-3114-104-630-1192-604-13308-102-695-709-4194-15025-995-1052-606-603-1009-15638-104,['115'],G=G007|TAG=RB4|P=HIGH|COUNT=20|REP=cg3s0|A=115|ABA=0|Buniq=0
eal1a,905-105-775-105-17980-1045-735-1042-105-4129-105-15881-975,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eals2,10477-697-105-1353-105-17980-1068-103-685-1464-105-1353-105-21355-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eaph4,622-97-173-1471-979-10686-903-979-117-603-1465-608-908-2953-1308-2032-701-1903-102-605-709-2646-2125-995-1052-724,['979'],G=G106|TAG=RB4|P=HIGH|COUNT=4|REP=eaph4|A=979|ABA=0|Buniq=0
early,685-2207-8615-105-1265-105-20278-995-103-7943-105-989-105-20278-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ebdod,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-1127-905-104-13853-102-642-1433-709-1076-621-109-1072-3835-694-112-907-4385-104-609-1433-709-25824-613-109-1072-3835-102-603-822-604-603-1433-610-112-907-4385-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-1127-905,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ebhpp,1076-658-3316-836-105-1265-105-4150-822-685-2207-8615-105-4507-105-4167,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ebipf,1455-105-775-105-868-735-1243-105-775-105-20278-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ebk63,7943-105-110-105-4519-694-685-2207-8615-105-110-105-4486,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ebvg1,1127-105-110-105-17980-1104-735-1243-105-4004-105-15342-995,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ebzn6,992-105-775-105-21040-1068-735-992-105-775-105-21355-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ec4md,760-1165-105-1244-105-20278-1068-103-760-1165-105-867-105-21355-1104,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ec7n5,635-97-173-989-4425-1351-620-603-1221-104-609-1465-7042-4167-1308-605-4167-701-1903-102-3916-4729-995-1052-724-104,['4167'],G=G234|TAG=RB4|P=HIGH|COUNT=1|REP=ec7n5|A=4167|ABA=0|Buniq=0
ec8ff,10477-697-105-108-105-992-694-685-1464-105-4507-105-5032,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ec9h7,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-115-107-4899-104-13853-102-642-1433-709-1076-621-4004-1265-4615-694-113-115-3889-104-609-1433-709-25824-613-4004-1265-4615-102-603-822-604-603-1433-610-113-115-3889-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-115-107-4899,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ecbuc,1076-658-3316-164-889-105-1042-105-2088-822-685-2207-8615-105-1265-105-2224,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ecbzd,609-2187-6136-610-883-606-2795-607-603-1743-604-685-1464-102-4150-102-605-709-15581-620-603-822-604-775-102-775-104,"['102', '775']",G=G035|TAG=ANCHOR_LOOP|P=HIGH|COUNT=42|REP=fm4h7|A=102|ABA=2|Buniq=2
ecdwi,10477-697-105-1042-105-2224-694-685-1464-105-4004-105-1351,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ectdj,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-112-1243-4486-104-13853-102-642-1433-709-1076-621-108-4037-4150-694-114-1243-4306-104-609-1433-709-25824-613-108-4037-4150-102-603-822-604-603-1433-610-114-1243-4306-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-112-1243-4486,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
eczf6,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-107-775-4129-104-13853-102-642-1433-709-1076-621-4491-1195-4117-694-110-107-3427-104-609-1433-709-25824-613-4491-1195-4117-102-603-822-604-603-1433-610-110-107-3427-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-107-775-4129,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
eczrg,929-105-1072-105-15881-995-735-929-105-1042-105-15881-995,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ed0ck,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-989-4004-104-13853-102-642-1433-709-1076-621-115-1244-3382-694-775-108-2408-104-609-1433-709-25824-613-115-1244-3382-102-603-822-604-603-1433-610-775-108-2408-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-989-4004,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
edelu,979-105-4037-105-17980-1068-735-992-105-113-105-21355-1104,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
edhen,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4507-4129-906-104-13853-102-642-1433-709-1076-621-112-1127-3382-694-112-115-989-104-609-1433-709-25824-613-112-1127-3382-102-603-822-604-603-1433-610-112-115-989-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4507-4129-906,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
edjgc,603-1465-7042-2408-1308-605-2408-701-1903-102-3916-21040-1059-1052-724-104-635-97-173-906-108-3246-620-603-1221,['2408'],G=G183|TAG=RB4|P=HIGH|COUNT=1|REP=edjgc|A=2408|ABA=0|Buniq=0
edk6j,867-105-989-105-21606-1068-735-867-105-110-105-20022-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
edng4,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-113-905-4046-104-13853-102-642-1433-709-1076-621-4347-1012-2824-694-775-867-109-104-609-1433-709-25824-613-4347-1012-2824-102-603-822-604-603-1433-610-775-867-109-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-113-905-4046,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
edt5u,609-14409-26671-610-883-606-2646-613-867-867-3231-104-758-3231-1080-1052-604-750-104,['3231'],G=G042|TAG=RB4|P=HIGH|COUNT=1|REP=edt5u|A=3231|ABA=0|Buniq=0
edysp,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-906-907-104-13853-102-642-1433-709-1076-621-775-1072-2224-694-108-113-4073-104-609-1433-709-25824-613-775-1072-2224-102-603-822-604-603-1433-610-108-113-4073-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-906-907,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ee75e,867-105-989-105-17980-995-103-109-105-775-105-15342-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ee8qb,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4037-979-4766-104-13853-102-642-1433-709-1076-621-775-775-1126-694-775-1126-4350-104-609-2026-1338-613-775-1126-4350-102-3687-603-6946-695-709-731-13460-6641-1013-611-775-169-4822-21367-697-102-1126-605-603-603-1433-2646-613-4037-979-4766,"['1126', '775']",G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
eefc4,685-1464-105-906-105-15881-1104-103-685-2207-8615-105-992-105-15881-1071,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eeh7x,1076-658-3316-10477-697-105-1159-105-4942-822-685-2207-8615-105-1127-105-4004,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eeikq,1012-105-112-105-21606-1059-735-1159-105-775-105-20278-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eeiph,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-1265-2913-104-13853-102-642-1433-709-1076-621-867-108-4787-694-110-1159-2578-104-609-1433-709-25824-613-867-108-4787-102-603-822-604-603-1433-610-110-1159-2578-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-1265-2913,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ef0ey,1076-658-3316-164-17762-2613-105-4004-105-4942-822-12516-1143-105-929-105-3835,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ef6nb,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4129-1243-4429-104-13853-102-642-1433-709-1076-621-4491-1243-1351-694-775-1243-3876-104-609-1433-709-25824-613-4491-1243-1351-102-603-822-604-603-1433-610-775-1243-3876-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4129-1243-4429,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
efcqq,1072-105-108-105-21606-1027-735-906-105-113-105-1081,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
efd47,23070-681-606-1338-607-603-1743-604-113-102-4037-102-603-7179-709-6532-606-603-822-604-4507-102-4507-104,"['102', '4507']",G=G035|TAG=ANCHOR_LOOP|P=HIGH|COUNT=42|REP=fm4h7|A=102|ABA=2|Buniq=2
efg9g,2791-10140-3133-613-7943-112-929-117-603-659-14548-610-883-611-2088-701-605-2088-1080-1777-104,['2088'],G=G179|TAG=RB4|P=HIGH|COUNT=3|REP=lit1f|A=2088|ABA=0|Buniq=0
efwmo,1076-658-3316-12516-5451-105-107-105-2736-822-685-2207-8615-105-4037-105-4840,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
efyqk,929-105-1127-105-978-103-929-105-1072-105-21606-975,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eg070,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-1072-1195-104-13853-102-642-1433-709-1076-621-115-1042-4037-694-775-114-1469-104-609-1433-709-25824-613-115-1042-4037-102-603-822-604-603-1433-610-775-114-1469-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-1072-1195,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
eg4pw,109-105-1127-105-20278-1104-735-4347-105-108-105-21355-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ege1y,1072-105-4037-105-15342-975-735-979-105-4004-105-15881-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
egoj9,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-4004-4425-104-13853-102-642-1433-709-1076-621-4187-1195-4350-694-775-989-2953-104-609-1433-709-25824-613-4187-1195-4350-102-603-822-604-603-1433-610-775-989-2953-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-4004-4425,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
egs2v,1076-658-3316-12516-1143-105-1353-105-4556-822-12516-5451-4521-2669-105-4004-105-1455,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eh2p2,1072-105-775-105-15342-1104-735-1127-105-775-105-21040-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eh442,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-1127-2953-104-13853-102-642-1433-709-1076-621-111-867-4766-694-114-114-1127-104-609-1433-709-25824-613-111-867-4766-102-603-822-604-603-1433-610-114-114-1127-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-1127-2953,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
eh5uu,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-115-979-4037-104-13853-102-642-1433-709-1076-621-4347-4491-1072-694-929-115-1042-104-609-1433-709-25824-613-4347-4491-1072-102-603-822-604-603-1433-610-929-115-1042-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-115-979-4037,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ehrvw,685-2207-8615-105-907-105-905-694-760-1165-105-1244-105-4150,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ehwxy,1076-658-3316-12516-1143-105-4129-105-775-822-12516-1143-105-905-105-4150,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ei75c,1076-658-3316-12516-5451-105-989-105-979-822-164-889-105-1353-105-3114,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eicke,3542-709-1338-621-110-929-992-606-929-1042-4089-102-607-1192-603-1433-760-9044-618-751-2475-102-603-3752-7508-4498-1736-604-603-1433-709-6532-618-3065-1080-1052,['929'],G=G013|TAG=RB4|P=HIGH|COUNT=32|REP=wxccz|A=929|ABA=0|Buniq=0
eiy9g,1076-658-3316-7943-105-1195-105-2578-822-685-2207-8615-105-1265-105-3382,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eizt0,760-1593-8615-105-775-105-4129-694-7943-105-907-105-4691,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ej0rv,609-1433-709-15581-607-1489-4167-604-4350-102-878-4350-1027-1777-604-2305-104,['4350'],G=G050|TAG=RB4|P=HIGH|COUNT=4|REP=xhj1l|A=4350|ABA=0|Buniq=0
ej9ve,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4507-775-775-104-13853-102-642-1433-709-1076-621-867-1072-2408-694-775-1072-4539-104-609-1433-709-25824-613-867-1072-2408-102-603-822-604-603-1433-610-775-1072-4539-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4507-775-775,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ejafo,905-105-112-105-17980-1104-735-1265-105-4004-105-17980-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ejqux,609-7179-709-4642-728-607-603-1743-604-115-102-4603-102-605-814-735-603-822-604-4037-102-4037-104,"['102', '4037']",G=G035|TAG=ANCHOR_LOOP|P=HIGH|COUNT=42|REP=fm4h7|A=102|ABA=2|Buniq=2
ejrf0,1076-658-3316-760-1165-105-1353-105-3387-822-760-1165-105-1012-105-979,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ek0ka,1243-105-110-105-17980-1027-735-1195-105-4004-105-1016,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ek6nn,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4347-1042-4073-104-13853-102-642-1433-709-1076-621-4275-1159-867-694-107-905-1195-104-609-1433-709-25824-613-4275-1159-867-102-603-822-604-603-1433-610-107-905-1195-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4347-1042-4073,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ekbks,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-1195-2408-104-13853-102-642-1433-709-1076-621-4491-107-2953-694-113-907-4556-104-609-1433-709-25824-613-4491-107-2953-102-603-822-604-603-1433-610-113-907-4556-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-1195-2408,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ekc8a,10477-697-105-1012-105-17980-1068-103-10477-697-105-929-105-20022-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ekk41,1076-658-3316-10686-10909-704-105-1042-105-992-822-164-17762-2613-105-110-105-3115,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eksc6,1076-658-3316-685-2207-8615-105-4004-105-4615-822-760-1165-105-979-105-5032,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ekwd4,1076-658-3316-12516-5451-4521-2669-105-979-105-3362-822-10477-697-105-112-105-4347,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
ekwrn,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-108-867-4731-104-13853-102-642-1433-709-1076-621-4187-992-4037-694-109-1126-107-104-609-1433-709-25824-613-4187-992-4037-102-603-822-604-603-1433-610-109-1126-107-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-108-867-4731,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
el9q5,1076-658-3316-760-1593-8615-105-979-105-4599-822-836-105-929-105-4491,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
elfl5,1076-658-3316-760-1165-105-929-105-4787-822-164-17762-2613-105-929-105-2824,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
elk6m,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4275-775-775-104-13853-102-642-1433-709-1076-621-4275-1243-1351-694-775-906-3493-104-609-1433-709-25824-613-4275-1243-1351-102-603-822-604-603-1433-610-775-906-3493-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4275-775-775,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
elonl,1076-658-3316-164-17762-2613-105-114-105-4429-822-12516-5451-105-989-105-4692,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
elxhw,1076-658-3316-7943-105-976-105-4787-822-12516-5451-105-1265-105-1159,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
emdfm,760-1165-105-976-105-20278-1080-103-685-2207-8615-105-775-105-15881-1059,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
empk7,1076-658-3316-836-105-976-105-929-822-760-1165-105-992-105-4004,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
en74v,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4187-1127-4073-104-13853-102-642-1433-709-1076-621-115-1159-4046-694-109-114-2578-104-609-1433-709-25824-613-115-1159-4046-102-603-822-604-603-1433-610-109-114-2578-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4187-1127-4073,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
enfqn,1076-658-3316-164-889-105-4129-105-2408-822-760-1593-8615-105-1127-105-1042,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eno5r,685-2207-8615-105-907-105-21606-975-103-10477-697-105-905-105-20278-1027,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
envid,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4347-1126-3065-104-13853-102-642-1433-709-1076-621-115-867-4150-694-113-1012-1012-104-609-1433-709-25824-613-115-867-4150-102-603-822-604-603-1433-610-113-1012-1012-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4347-1126-3065,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
enxks,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4347-1126-3115-104-13853-102-642-1433-709-1076-621-4425-905-775-694-115-107-1351-104-609-1433-709-25824-613-4425-905-775-102-603-822-604-603-1433-610-115-107-1351-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4347-1126-3115,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
eovlc,23070-681-606-1338-607-603-1743-604-4037-102-1243-102-603-7179-709-6532-606-603-822-604-4004-102-4004-104,"['102', '4004']",G=G035|TAG=ANCHOR_LOOP|P=HIGH|COUNT=42|REP=fm4h7|A=102|ABA=2|Buniq=2
ep4pt,1076-658-3316-12516-1143-105-1195-105-4691-822-10686-10909-704-105-775-105-2913,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
epgqo,1076-658-3316-760-1593-8615-105-989-105-3876-822-760-1165-105-1012-105-979,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eq40p,760-1165-105-1127-105-1357-103-10477-697-105-906-105-21606-1068,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eq78v,929-105-4037-105-21355-1071-735-109-105-929-105-17980-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eqb4s,1076-658-3316-164-889-105-112-105-2664-822-164-889-105-1012-105-4150,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
eqctn,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-109-1195-4117-104-13853-102-642-1433-709-1076-621-775-907-4117-694-110-1127-2736-104-609-1433-709-25824-613-775-907-4117-102-603-822-604-603-1433-610-110-1127-2736-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-109-1195-4117,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
eqgx1,685-2207-8615-105-1042-105-1455-694-7943-105-905-105-4275,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
